sku,brand,product_name,category,gender,season,region,date,competitor_price,our_cost,min_margin,our_current_price,size,color,material,store,store_id
PU-BSK-W-442,Puma,Puma Hoop Legend (Women's),Basketball,Women's,Fall,West Coast,9/5/2024,85.02,45.42,0.28,79.05,6.5,Green,Leather,Kohl's,Store_75
NB-BOT-Y-443,New Balance,New Balance Tough Terrain (Youth),Boots,Youth,Summer,South,6/20/2024,40.77,56.52,0.34,45.28,6Y,Navy,Synthetic,Zappos,Store_26
AS-LFS-U-444,ASICS,ASICS Street Edge (Unisex),Lifestyle,Unisex,Fall,South,11/9/2024,96.24,64.22,0.32,102.93,10,Navy,Suede,Nike Store,Store_82
BR-LFS-W-445,Brooks,Brooks Modern Icon (Women's),Lifestyle,Women's,Spring,Southwest,3/22/2025,76.57,37.87,0.3,64.89,6,Brown,Suede,Dick's Sporting Goods,Store_95
CV-CSL-M-446,Converse,Converse Street Classic (Men's),Casual,Men's,Fall,West Coast,9/28/2024,51.11,36.2,0.3,57.67,12,Black,Synthetic,Foot Locker,Store_55
AS-TRN-M-447,ASICS,ASICS Cross Trainer X (Men's),Training,Men's,Spring,Southwest,5/2/2024,95.57,57.91,0.25,99.26,9,Green,Mesh,Academy Sports,Store_38
AS-RUN-U-448,ASICS,ASICS Speed Boost Elite (Unisex),Running,Unisex,Summer,West Coast,8/25/2024,143.96,78.12,0.24,145.06,12,Green,Mesh,Academy Sports,Store_81
RB-RUN-Y-449,Reebok,Reebok Ultra Stride (Youth),Running,Youth,Spring,West Coast,3/26/2025,88.73,57.13,0.34,74.77,5Y,Multicolor,Synthetic,DSW,Store_80
RB-RUN-M-450,Reebok,Reebok Ultra Stride (Men's),Running,Men's,Spring,West Coast,3/30/2024,149.62,74.95,0.31,131.68,8,Brown,Synthetic,Academy Sports,Store_47
NB-SND-W-451,New Balance,New Balance Sun Slide (Women's),Sandals,Women's,Summer,Southwest,6/29/2024,59.41,35.55,0.31,68.28,7.5,Brown,Synthetic,Amazon,Store_42
RB-SND-U-452,Reebok,Reebok Comfort Float (Unisex),Sandals,Unisex,Fall,West Coast,11/13/2024,40.54,22.84,0.31,33.45,9,Tan,Rubber,Zappos,Store_58
AD-TRN-U-453,Adidas,Adidas Cross Trainer X (Unisex),Training,Unisex,Spring,Northeast,3/25/2024,100.43,43.04,0.36,85.56,8,Green,Mesh,DSW,Store_14
VN-RUN-Y-454,Vans,Vans CloudRun X (Youth),Running,Youth,Summer,West Coast,8/15/2024,80.33,80.05,0.2,93.61,7Y,Tan,Mesh,Academy Sports,Store_54
PU-SND-U-455,Puma,Puma Summer Stride (Unisex),Sandals,Unisex,Summer,Southwest,6/4/2024,56.13,27.61,0.35,49.15,10,Blue,Leather,Kohl's,Store_59
PU-LFS-Y-456,Puma,Puma Retro Classic (Youth),Lifestyle,Youth,Fall,Midwest,11/12/2024,86.27,64.97,0.32,71.29,5.5Y,Gray,Suede,Kohl's,Store_22
NB-CSL-W-457,New Balance,New Balance Street Classic (Women's),Casual,Women's,Spring,Northeast,4/4/2024,67.69,29.39,0.34,55.86,9.5,Blue,Leather,Zappos,Store_48
NB-SND-U-458,New Balance,New Balance Beach Cruiser (Unisex),Sandals,Unisex,Fall,Southwest,9/12/2024,42.28,32.44,0.37,46.58,6,Tan,Leather,Foot Locker,Store_52
VN-SND-Y-459,Vans,Vans Summer Stride (Youth),Sandals,Youth,Winter,West Coast,12/18/2024,14.41,16.7,0.26,13.09,4.5Y,Multicolor,Synthetic,Kohl's,Store_44
AD-HIK-M-460,Adidas,Adidas Ridge Runner (Men's),Hiking,Men's,Winter,West Coast,1/29/2024,141.55,78.41,0.29,124.27,10.5,Navy,Synthetic,DSW,Store_42
SK-TRN-M-461,Skechers,Skechers Train Hard (Men's),Training,Men's,Fall,Northeast,9/8/2024,90.76,44.71,0.28,76.52,8.5,Brown,Knit,Dick's Sporting Goods,Store_25
RB-BOT-W-462,Reebok,Reebok Urban Chelsea (Women's),Boots,Women's,Summer,West Coast,6/28/2024,82.5,68.64,0.28,88.73,6,Green,Suede,Zappos,Store_45
AS-BOT-U-463,ASICS,ASICS Heritage Work Boot (Unisex),Boots,Unisex,Fall,Midwest,11/2/2024,113.63,53.77,0.27,97.04,9,Green,Synthetic,Nike Store,Store_76
RB-BSK-U-464,Reebok,Reebok Court Dominator (Unisex),Basketball,Unisex,Fall,Northeast,10/11/2024,120.44,71.11,0.29,130.38,8,Green,Mesh,Dick's Sporting Goods,Store_23
BR-HIK-U-465,Brooks,Brooks Terrain Master (Unisex),Hiking,Unisex,Winter,Northeast,1/14/2024,139.39,87.56,0.27,128.23,9,Multicolor,Synthetic,Kohl's,Store_29
AS-BSK-Y-466,ASICS,ASICS Hoop Legend (Youth),Basketball,Youth,Winter,West Coast,1/26/2025,78.91,59.46,0.38,70.09,5Y,Brown,Mesh,Foot Locker,Store_16
CV-LFS-U-467,Converse,Converse Vintage Wave (Unisex),Lifestyle,Unisex,Spring,Midwest,3/24/2024,79.3,51.27,0.22,71.67,8,Brown,Canvas,Foot Locker,Store_34
RB-CSL-M-468,Reebok,Reebok Daily Comfort (Men's),Casual,Men's,Fall,Midwest,9/28/2024,67.97,45,0.23,62.8,8,Green,Suede,Zappos,Store_38
AD-CSL-Y-469,Adidas,Adidas City Stroll (Youth),Casual,Youth,Fall,Midwest,10/23/2024,38.42,34.66,0.28,40.27,6Y,Red,Suede,DSW,Store_69
AS-BOT-Y-470,ASICS,ASICS All-Weather Boot (Youth),Boots,Youth,Fall,South,11/10/2024,146.9,94.21,0.37,131.91,5Y,Navy,Leather,Amazon,Store_72
AD-BOT-U-471,Adidas,Adidas All-Weather Boot (Unisex),Boots,Unisex,Winter,Northeast,12/19/2024,188.63,72.29,0.37,176.1,9,Gray,Leather,Academy Sports,Store_40
RB-CSL-Y-472,Reebok,Reebok City Stroll (Youth),Casual,Youth,Spring,Northeast,4/26/2024,45.77,33.07,0.25,45.44,4.5Y,White,Leather,Nike Store,Store_89
AD-BSK-M-473,Adidas,Adidas Bounce Pro (Men's),Basketball,Men's,Fall,West Coast,9/19/2024,142.22,79.37,0.33,164.22,8.5,Black,Leather,Foot Locker,Store_85
SK-RUN-M-474,Skechers,Skechers Pace Setter (Men's),Running,Men's,Summer,Northeast,6/28/2024,62.89,39.67,0.22,66.02,9.5,Navy,Synthetic,Nike Store,Store_86
CV-SND-Y-475,Converse,Converse Comfort Float (Youth),Sandals,Youth,Winter,South,1/25/2025,9.26,14.34,0.23,9.7,4Y,Multicolor,Rubber,DSW,Store_75
VN-RUN-M-476,Vans,Vans Pace Setter (Men's),Running,Men's,Winter,South,12/10/2024,119.24,92.59,0.22,120.39,13,Brown,Knit,Nike Store,Store_57
PU-TRN-U-477,Puma,Puma PowerFit (Unisex),Training,Unisex,Winter,Northeast,1/25/2025,66.89,46.45,0.26,75.97,6,White,Synthetic,Nike Store,Store_64
AS-BSK-U-478,ASICS,ASICS Bounce Pro (Unisex),Basketball,Unisex,Fall,Midwest,10/10/2024,129.2,67.66,0.38,110.71,8,Multicolor,Mesh,Kohl's,Store_29
AS-SND-W-479,ASICS,ASICS Coastal Drift (Women's),Sandals,Women's,Fall,Northeast,9/24/2024,42.83,29.81,0.25,42.91,6.5,Brown,Synthetic,Dick's Sporting Goods,Store_57
CV-BSK-W-480,Converse,Converse Air Slam (Women's),Basketball,Women's,Spring,Northeast,4/29/2024,159.82,94.8,0.29,143.47,7.5,Navy,Synthetic,Dick's Sporting Goods,Store_16
CV-HIK-U-481,Converse,Converse Peak Walker (Unisex),Hiking,Unisex,Winter,Midwest,1/28/2025,77.4,70.73,0.21,82.74,9,Multicolor,Synthetic,Zappos,Store_19
NB-RUN-M-482,New Balance,New Balance Air Runner Pro (Men's),Running,Men's,Fall,Northeast,11/5/2024,124.56,76.71,0.26,140.64,8,Brown,Synthetic,Nike Store,Store_49
AD-LFS-U-483,Adidas,Adidas Street Edge (Unisex),Lifestyle,Unisex,Summer,South,6/24/2024,105.98,60.38,0.34,93.57,10,Brown,Knit,Zappos,Store_70
BR-BSK-U-484,Brooks,Brooks Air Slam (Unisex),Basketball,Unisex,Spring,West Coast,3/31/2024,150.36,77.07,0.37,135.31,9,Green,Synthetic,Foot Locker,Store_05
AS-BOT-W-485,ASICS,ASICS Storm Shield (Women's),Boots,Women's,Fall,Midwest,10/10/2024,201.62,93.92,0.32,172.9,6.5,Green,Suede,Kohl's,Store_85
VN-RUN-U-486,Vans,Vans FlexRun 2.0 (Unisex),Running,Unisex,Spring,Midwest,5/25/2024,91.17,56.27,0.2,78.62,10,Multicolor,Knit,Academy Sports,Store_99
RB-RUN-Y-487,Reebok,Reebok Air Runner Pro (Youth),Running,Youth,Winter,West Coast,1/29/2024,97.73,75.69,0.25,91.4,6Y,Green,Knit,Dick's Sporting Goods,Store_45
AD-HIK-M-488,Adidas,Adidas Summit Grip (Men's),Hiking,Men's,Winter,Midwest,12/2/2024,127.61,91.17,0.34,134.52,10.5,Black,Gore-Tex,Foot Locker,Store_59
AS-RUN-Y-489,ASICS,ASICS Pace Setter (Youth),Running,Youth,Winter,West Coast,12/19/2024,109.26,76.48,0.29,96.43,4Y,Green,Knit,Kohl's,Store_13
RB-CSL-Y-490,Reebok,Reebok Weekender (Youth),Casual,Youth,Spring,Midwest,5/15/2024,25.11,23.71,0.35,26.9,4Y,Navy,Synthetic,Amazon,Store_37
AD-BSK-Y-491,Adidas,Adidas Court Dominator (Youth),Basketball,Youth,Summer,Midwest,6/26/2024,136.1,92.13,0.35,118.6,7Y,Multicolor,Mesh,Dick's Sporting Goods,Store_27
BR-SND-W-492,Brooks,Brooks Arch Support Plus (Women's),Sandals,Women's,Winter,West Coast,1/25/2025,37.17,27.14,0.37,35.71,10,Red,Synthetic,Kohl's,Store_86
NB-LFS-W-493,New Balance,New Balance Street Edge (Women's),Lifestyle,Women's,Summer,West Coast,8/24/2024,61.46,33.91,0.26,63.95,6,Tan,Knit,Amazon,Store_47
BR-BOT-Y-494,Brooks,Brooks Storm Shield (Youth),Boots,Youth,Spring,Northeast,3/23/2024,64.26,65.18,0.33,72.04,5.5Y,Navy,Suede,Zappos,Store_83
PU-RUN-W-495,Puma,Puma FlexRun 2.0 (Women's),Running,Women's,Winter,Midwest,1/19/2024,76.23,49.51,0.26,66.74,9,Brown,Synthetic,Dick's Sporting Goods,Store_83
SK-CSL-M-496,Skechers,Skechers Street Classic (Men's),Casual,Men's,Summer,West Coast,7/27/2024,96.32,54.28,0.29,96.62,10.5,Black,Canvas,Zappos,Store_09
NB-TRN-M-497,New Balance,New Balance Flex Force (Men's),Training,Men's,Winter,Southwest,2/16/2024,63.02,41.52,0.26,64.85,12,Tan,Mesh,Zappos,Store_64
CV-BOT-W-498,Converse,Converse Heritage Work Boot (Women's),Boots,Women's,Summer,West Coast,8/13/2024,88.12,75.36,0.3,84.13,7,Gray,Leather,Amazon,Store_36
AD-SND-U-499,Adidas,Adidas Coastal Drift (Unisex),Sandals,Unisex,Summer,West Coast,8/31/2024,78.71,31.18,0.37,65.17,12,Navy,Leather,Nike Store,Store_47
CV-RUN-M-500,Converse,Converse Ultra Stride (Men's),Running,Men's,Spring,South,3/3/2024,82.14,68.49,0.23,96.3,10,Tan,Knit,Academy Sports,Store_88
